"Anno";"NIL (Nuclei di Identità Locale)";"Continente (Italia esclusa)";"Residenti stranieri"
"2020";"Porta Garibaldi - Porta Nuova (9)";"Asia";324
"2020";"Porta Garibaldi - Porta Nuova (9)";"Africa";77
"2020";"Porta Garibaldi - Porta Nuova (9)";"America";163
"2020";"Porta Garibaldi - Porta Nuova (9)";"Oceania";1
"2020";"Stazione Centrale - Ponte Seveso (10)";"Europa (Italia esclusa)";772
"2020";"Stazione Centrale - Ponte Seveso (10)";"Asia";2425
"2020";"Stazione Centrale - Ponte Seveso (10)";"Africa";1210
"2020";"Stazione Centrale - Ponte Seveso (10)";"America";510
"2020";"Stazione Centrale - Ponte Seveso (10)";"Oceania";2
"2020";"Isola (11)";"Europa (Italia esclusa)";918
"2020";"Isola (11)";"Asia";2212
"2020";"Isola (11)";"Africa";802
"2020";"Isola (11)";"America";464
"2020";"Isola (11)";"Oceania";1
"2020";"Maciachini - Maggiolina (12)";"Europa (Italia esclusa)";902
"2020";"Maciachini - Maggiolina (12)";"Asia";2593
"2020";"Maciachini - Maggiolina (12)";"Africa";869
"2020";"Maciachini - Maggiolina (12)";"America";875
"2020";"Maciachini - Maggiolina (12)";"Oceania";4
"2020";"Greco - Segnano (13)";"Europa (Italia esclusa)";569
"2020";"Greco - Segnano (13)";"Asia";2070
"2020";"Greco - Segnano (13)";"Africa";707
"2020";"Greco - Segnano (13)";"America";582
"2020";"Greco - Segnano (13)";"Apolidi";1
"2020";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Europa (Italia esclusa)";1210
"2020";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Asia";1968
"2020";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Africa";1361
"2020";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"America";1187
"2020";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Oceania";1
"2020";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Apolidi";1
"2020";"Bicocca (15)";"Europa (Italia esclusa)";290
"2020";"Bicocca (15)";"Asia";573
"2020";"Bicocca (15)";"Africa";375
"2020";"Bicocca (15)";"America";250
"2020";"Gorla - Precotto (16)";"Europa (Italia esclusa)";1264
"2020";"Gorla - Precotto (16)";"Asia";3178
"2020";"Gorla - Precotto (16)";"Africa";1149
"2020";"Gorla - Precotto (16)";"America";1301
"2020";"Gorla - Precotto (16)";"Oceania";3
"2020";"Adriano (17)";"Europa (Italia esclusa)";768
"2020";"Adriano (17)";"Asia";1612
"2020";"Adriano (17)";"Africa";1385
"2020";"Adriano (17)";"America";606
"2020";"Adriano (17)";"Oceania";1
"2020";"Adriano (17)";"Apolidi";2
"2020";"Cimiano - Rottole - Q.re Feltre (18)";"Europa (Italia esclusa)";686
"2020";"Cimiano - Rottole - Q.re Feltre (18)";"Asia";1198
"2020";"Cimiano - Rottole - Q.re Feltre (18)";"Africa";515
"2020";"Cimiano - Rottole - Q.re Feltre (18)";"America";737
"2020";"Cimiano - Rottole - Q.re Feltre (18)";"Oceania";2
"2020";"Padova - Turro - Crescenzago (19)";"Europa (Italia esclusa)";1794
"2020";"Padova - Turro - Crescenzago (19)";"Asia";5810
"2020";"Padova - Turro - Crescenzago (19)";"Africa";3082
"2020";"Padova - Turro - Crescenzago (19)";"America";2359
"2020";"Loreto - Casoretto - NoLo (20)";"Europa (Italia esclusa)";1701
"2020";"Loreto - Casoretto - NoLo (20)";"Asia";7724
"2020";"Loreto - Casoretto - NoLo (20)";"Africa";3426
"2020";"Loreto - Casoretto - NoLo (20)";"America";2044
"2020";"Loreto - Casoretto - NoLo (20)";"Oceania";4
"2020";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Europa (Italia esclusa)";2534
"2020";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Asia";3338
"2020";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Africa";771
"2020";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"America";1101
"2020";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Oceania";18
"2020";"Citta' studi (22)";"Europa (Italia esclusa)";1399
"2020";"Citta' studi (22)";"Asia";2210
"2020";"Citta' studi (22)";"Africa";629
"2020";"Citta' studi (22)";"America";1129
"2020";"Citta' studi (22)";"Oceania";4
"2020";"Citta' studi (22)";"Apolidi";2
"2020";"Lambrate - Ortica (23)";"Europa (Italia esclusa)";421
"2020";"Lambrate - Ortica (23)";"Asia";885
"2020";"Lambrate - Ortica (23)";"Africa";339
"2020";"Lambrate - Ortica (23)";"America";394
"2020";"Lambrate - Ortica (23)";"Apolidi";1
"2020";"Parco Forlanini - Cavriano (24)";"Europa (Italia esclusa)";111
"2020";"Parco Forlanini - Cavriano (24)";"Asia";401
"2020";"Parco Forlanini - Cavriano (24)";"Africa";1095
"2020";"Parco Forlanini - Cavriano (24)";"America";70
"2020";"Parco Forlanini - Cavriano (24)";"Oceania";1
"2020";"Corsica (25)";"Europa (Italia esclusa)";777
"2020";"Corsica (25)";"Asia";1182
"2020";"Corsica (25)";"Africa";306
"2020";"Corsica (25)";"America";519
"2020";"Corsica (25)";"Oceania";1
"2020";"XXII Marzo (26)";"Europa (Italia esclusa)";1152
"2020";"XXII Marzo (26)";"Asia";1133
"2020";"XXII Marzo (26)";"Africa";312
"2020";"XXII Marzo (26)";"America";576
"2020";"XXII Marzo (26)";"Oceania";9
"2020";"Pta Romana (27)";"Europa (Italia esclusa)";623
"2020";"Pta Romana (27)";"Asia";609
"2020";"Pta Romana (27)";"Africa";168
"2020";"Pta Romana (27)";"America";369
"2020";"Pta Romana (27)";"Oceania";11
"2020";"Umbria - Molise - Calvairate (28)";"Europa (Italia esclusa)";871
"2020";"Umbria - Molise - Calvairate (28)";"Asia";1743
"2020";"Umbria - Molise - Calvairate (28)";"Africa";1304
"2020";"Umbria - Molise - Calvairate (28)";"America";695
"2020";"Umbria - Molise - Calvairate (28)";"Oceania";6
"2020";"Ortomercato (29)";"Europa (Italia esclusa)";219
"2020";"Ortomercato (29)";"Asia";643
"2020";"Ortomercato (29)";"Africa";508
"2020";"Ortomercato (29)";"America";229
"2020";"Ortomercato (29)";"Oceania";1
"2020";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Europa (Italia esclusa)";785
"2020";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Asia";974
"2020";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Africa";800
"2020";"Taliedo - Morsenchio - Q.re Forlanini (30)";"America";894
"2020";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Oceania";1
"2020";"Monlue' - Ponte Lambro (31)";"Europa (Italia esclusa)";250
"2020";"Monlue' - Ponte Lambro (31)";"Asia";481
"2020";"Monlue' - Ponte Lambro (31)";"Africa";823
"2020";"Monlue' - Ponte Lambro (31)";"America";568
"2020";"Triulzo Superiore (32)";"Europa (Italia esclusa)";145
"2020";"Triulzo Superiore (32)";"Asia";414
"2020";"Triulzo Superiore (32)";"Africa";361
"2020";"Triulzo Superiore (32)";"America";220
"2020";"Rogoredo - Santa Giulia (33)";"Europa (Italia esclusa)";410
"2020";"Rogoredo - Santa Giulia (33)";"Asia";733
"2020";"Rogoredo - Santa Giulia (33)";"Africa";493
"2020";"Rogoredo - Santa Giulia (33)";"America";532
"2020";"Chiaravalle (34)";"Europa (Italia esclusa)";27
"2020";"Chiaravalle (34)";"Asia";57
"2020";"Chiaravalle (34)";"Africa";41
"2020";"Chiaravalle (34)";"America";12
"2020";"Lodi - Corvetto (35)";"Europa (Italia esclusa)";1678
"2020";"Lodi - Corvetto (35)";"Asia";3478
"2020";"Lodi - Corvetto (35)";"Africa";2726
"2020";"Lodi - Corvetto (35)";"America";1884
"2020";"Lodi - Corvetto (35)";"Oceania";1
"2020";"Lodi - Corvetto (35)";"Apolidi";3
"2020";"Scalo Romana (36)";"Europa (Italia esclusa)";485
"2020";"Scalo Romana (36)";"Asia";1623
"2020";"Scalo Romana (36)";"Africa";1542
"2020";"Scalo Romana (36)";"America";591
"2020";"Scalo Romana (36)";"Apolidi";1
"2020";"Morivione (37)";"Europa (Italia esclusa)";256
"2020";"Morivione (37)";"Asia";591
"2020";"Morivione (37)";"Africa";217
"2020";"Morivione (37)";"America";252
"2020";"Morivione (37)";"Oceania";1
"2020";"Vigentino - Q.re Fatima (38)";"Europa (Italia esclusa)";505
"2020";"Vigentino - Q.re Fatima (38)";"Asia";687
"2020";"Vigentino - Q.re Fatima (38)";"Africa";276
"2020";"Vigentino - Q.re Fatima (38)";"America";351
"2020";"Vigentino - Q.re Fatima (38)";"Oceania";1
"2020";"Quintosole (39)";"Europa (Italia esclusa)";56
"2020";"Quintosole (39)";"Asia";34
"2020";"Quintosole (39)";"Africa";48
"2020";"Quintosole (39)";"America";17
"2020";"Ronchetto delle Rane (40)";"Europa (Italia esclusa)";5
"2020";"Ronchetto delle Rane (40)";"Asia";34
"2020";"Ronchetto delle Rane (40)";"Africa";42
"2020";"Ronchetto delle Rane (40)";"America";37
"2020";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Europa (Italia esclusa)";468
"2020";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Asia";1157
"2020";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Africa";1026
"2020";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"America";518
"2020";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Apolidi";1
"2020";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Europa (Italia esclusa)";1040
"2020";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Asia";2516
"2020";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Africa";1344
"2020";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"America";1045
"2020";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Oceania";2
"2020";"Tibaldi (43)";"Europa (Italia esclusa)";396
"2020";"Tibaldi (43)";"Asia";719
"2020";"Tibaldi (43)";"Africa";497
"2020";"Tibaldi (43)";"America";367
"2020";"Tibaldi (43)";"Oceania";1
"2020";"Porta Ticinese - Conchetta (44)";"Europa (Italia esclusa)";667
"2020";"Porta Ticinese - Conchetta (44)";"Asia";669
"2020";"Porta Ticinese - Conchetta (44)";"Africa";381
"2020";"Porta Ticinese - Conchetta (44)";"America";462
"2020";"Porta Ticinese - Conchetta (44)";"Oceania";5
"2020";"Moncucco - San Cristoforo (45)";"Europa (Italia esclusa)";592
"2020";"Moncucco - San Cristoforo (45)";"Asia";699
"2020";"Moncucco - San Cristoforo (45)";"Africa";1153
"2020";"Moncucco - San Cristoforo (45)";"America";422
"2020";"Moncucco - San Cristoforo (45)";"Oceania";2
"2020";"Barona (46)";"Europa (Italia esclusa)";488
"2020";"Barona (46)";"Asia";722
"2020";"Barona (46)";"Africa";1151
"2020";"Barona (46)";"America";458
"2020";"Cantalupa (47)";"Europa (Italia esclusa)";25
"2020";"Cantalupa (47)";"Asia";27
"2020";"Cantalupa (47)";"Africa";36
"2020";"Cantalupa (47)";"America";32
"2020";"Cantalupa (47)";"Apolidi";1
"2020";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Europa (Italia esclusa)";378
"2020";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Asia";588
"2020";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Africa";521
"2020";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"America";419
"2020";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Oceania";1
"2020";"Giambellino (49)";"Europa (Italia esclusa)";1253
"2020";"Giambellino (49)";"Asia";2990
"2020";"Giambellino (49)";"Africa";2755
"2020";"Giambellino (49)";"America";1298
"2020";"Giambellino (49)";"Oceania";2
"2020";"Giambellino (49)";"Apolidi";2
"2020";"Porta Genova (50)";"Europa (Italia esclusa)";494
"2020";"Porta Genova (50)";"Asia";425
"2020";"Porta Genova (50)";"Africa";144
"2020";"Porta Genova (50)";"America";244
"2020";"Porta Genova (50)";"Oceania";2
"2020";"Porta Magenta (51)";"Europa (Italia esclusa)";1088
"2020";"Porta Magenta (51)";"Asia";954
"2020";"Porta Magenta (51)";"Africa";167
"2020";"Porta Magenta (51)";"America";377
"2020";"Porta Magenta (51)";"Oceania";3
"2020";"Porta Magenta (51)";"Apolidi";1
"2020";"Bande Nere (52)";"Europa (Italia esclusa)";1472
"2020";"Bande Nere (52)";"Asia";3568
"2020";"Bande Nere (52)";"Africa";823
"2020";"Bande Nere (52)";"America";1363
"2020";"Bande Nere (52)";"Oceania";4
"2020";"Bande Nere (52)";"Apolidi";1
"2020";"Lorenteggio (53)";"Europa (Italia esclusa)";508
"2020";"Lorenteggio (53)";"Asia";729
"2020";"Lorenteggio (53)";"Africa";589
"2020";"Lorenteggio (53)";"America";335
"2020";"Lorenteggio (53)";"Oceania";1
"2020";"Muggiano (54)";"Europa (Italia esclusa)";62
"2020";"Muggiano (54)";"Asia";42
"2020";"Muggiano (54)";"Africa";29
"2020";"Muggiano (54)";"America";64
"2020";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Europa (Italia esclusa)";1081
"2020";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Asia";2117
"2020";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Africa";1430
"2020";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"America";1779
"2020";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Apolidi";2
"2020";"Forze Armate (56)";"Europa (Italia esclusa)";925
"2020";"Forze Armate (56)";"Asia";1678
"2020";"Forze Armate (56)";"Africa";1542
"2020";"Forze Armate (56)";"America";1006
"2020";"Forze Armate (56)";"Oceania";2
"2020";"San Siro (57)";"Europa (Italia esclusa)";1236
"2020";"San Siro (57)";"Asia";2513
"2020";"San Siro (57)";"Africa";4905
"2020";"San Siro (57)";"America";1182
"2020";"San Siro (57)";"Oceania";1
"2020";"De Angeli - Monte Rosa (58)";"Europa (Italia esclusa)";1120
"2020";"De Angeli - Monte Rosa (58)";"Asia";893
"2020";"De Angeli - Monte Rosa (58)";"Africa";160
"2020";"De Angeli - Monte Rosa (58)";"America";460
"2020";"De Angeli - Monte Rosa (58)";"Oceania";1
"2020";"Tre Torri (59)";"Europa (Italia esclusa)";219
"2020";"Tre Torri (59)";"Asia";119
"2020";"Tre Torri (59)";"Africa";8
"2020";"Tre Torri (59)";"America";37
"2020";"Stadio - Ippodromi (60)";"Europa (Italia esclusa)";985
"2020";"Stadio - Ippodromi (60)";"Asia";783
"2020";"Stadio - Ippodromi (60)";"Africa";297
"2020";"Stadio - Ippodromi (60)";"America";351
"2020";"Quarto Cagnino (61)";"Europa (Italia esclusa)";226
"2020";"Quarto Cagnino (61)";"Asia";380
"2020";"Quarto Cagnino (61)";"Africa";317
"2020";"Quarto Cagnino (61)";"America";203
"2020";"Quinto Romano (62)";"Europa (Italia esclusa)";138
"2020";"Quinto Romano (62)";"Asia";169
"2020";"Quinto Romano (62)";"Africa";193
"2020";"Quinto Romano (62)";"America";116
"2020";"Figino (63)";"Europa (Italia esclusa)";137
"2020";"Figino (63)";"Asia";161
"2020";"Figino (63)";"Africa";153
"2020";"Figino (63)";"America";141
"2020";"Trenno (64)";"Europa (Italia esclusa)";60
"2020";"Trenno (64)";"Asia";77
"2020";"Trenno (64)";"Africa";150
"2020";"Trenno (64)";"America";72
"2020";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Europa (Italia esclusa)";1185
"2020";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Asia";1440
"2020";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Africa";928
"2020";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"America";806
"2020";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Oceania";5
"2020";"QT 8 (66)";"Europa (Italia esclusa)";127
"2020";"QT 8 (66)";"Asia";185
"2020";"QT 8 (66)";"Africa";47
"2020";"QT 8 (66)";"America";95
"2020";"Portello (67)";"Europa (Italia esclusa)";372
"2020";"Portello (67)";"Asia";353
"2020";"Portello (67)";"Africa";58
"2020";"Portello (67)";"America";166
"2020";"Portello (67)";"Oceania";2
"2020";"Pagano (68)";"Europa (Italia esclusa)";895
"2020";"Pagano (68)";"Asia";581
"2020";"Pagano (68)";"Africa";70
"2020";"Pagano (68)";"America";254
"2020";"Pagano (68)";"Oceania";14
"2020";"Sarpi (69)";"Europa (Italia esclusa)";1302
"2020";"Sarpi (69)";"Asia";3200
"2020";"Sarpi (69)";"Africa";250
"2020";"Sarpi (69)";"America";541
"2020";"Sarpi (69)";"Oceania";9
"2020";"Ghisolfa (70)";"Europa (Italia esclusa)";621
"2020";"Ghisolfa (70)";"Asia";1426
"2020";"Ghisolfa (70)";"Africa";493
"2020";"Ghisolfa (70)";"America";537
"2020";"Villapizzone - Cagnola - Boldinasco (71)";"Europa (Italia esclusa)";1850
"2020";"Villapizzone - Cagnola - Boldinasco (71)";"Asia";6611
"2020";"Villapizzone - Cagnola - Boldinasco (71)";"Africa";2700
"2020";"Villapizzone - Cagnola - Boldinasco (71)";"America";2242
"2020";"Maggiore - Musocco - Certosa (72)";"Europa (Italia esclusa)";308
"2020";"Maggiore - Musocco - Certosa (72)";"Asia";433
"2020";"Maggiore - Musocco - Certosa (72)";"Africa";230
"2020";"Maggiore - Musocco - Certosa (72)";"America";302
"2020";"Maggiore - Musocco - Certosa (72)";"Oceania";1
"2020";"Cascina Merlata (73)";"Europa (Italia esclusa)";109
"2020";"Cascina Merlata (73)";"Asia";13
"2020";"Cascina Merlata (73)";"Africa";117
"2020";"Cascina Merlata (73)";"America";53
"2020";"Roserio (74)";"Europa (Italia esclusa)";4
"2020";"Roserio (74)";"Asia";40
"2020";"Roserio (74)";"Africa";7
"2020";"Roserio (74)";"America";20
"2020";"Stephenson (75)";"Europa (Italia esclusa)";7
"2020";"Stephenson (75)";"Asia";31
"2020";"Stephenson (75)";"Africa";6
"2020";"Stephenson (75)";"America";4
"2020";"Quarto Oggiaro - Vialba - Musocco (76)";"Europa (Italia esclusa)";1034
"2020";"Quarto Oggiaro - Vialba - Musocco (76)";"Asia";3816
"2020";"Quarto Oggiaro - Vialba - Musocco (76)";"Africa";2220
"2020";"Quarto Oggiaro - Vialba - Musocco (76)";"America";1302
"2020";"Quarto Oggiaro - Vialba - Musocco (76)";"Oceania";1
"2020";"Quarto Oggiaro - Vialba - Musocco (76)";"Apolidi";1
"2020";"Bovisa (77)";"Europa (Italia esclusa)";701
"2020";"Bovisa (77)";"Asia";2088
"2020";"Bovisa (77)";"Africa";1355
"2020";"Bovisa (77)";"America";701
"2020";"Bovisa (77)";"Oceania";2
"2020";"Bovisa (77)";"Apolidi";1
"2020";"Farini (78)";"Europa (Italia esclusa)";151
"2020";"Farini (78)";"Asia";582
"2020";"Farini (78)";"Africa";408
"2020";"Farini (78)";"America";148
"2020";"Dergano (79)";"Europa (Italia esclusa)";883
"2020";"Dergano (79)";"Asia";4050
"2020";"Dergano (79)";"Africa";2147
"2020";"Dergano (79)";"America";1087
"2020";"Dergano (79)";"Apolidi";1
"2020";"Affori (80)";"Europa (Italia esclusa)";962
"2020";"Affori (80)";"Asia";4241
"2020";"Affori (80)";"Africa";1434
"2020";"Affori (80)";"America";927
"2020";"Affori (80)";"Oceania";1
"2020";"Bovisasca (81)";"Europa (Italia esclusa)";275
"2020";"Bovisasca (81)";"Asia";433
"2020";"Bovisasca (81)";"Africa";239
"2020";"Bovisasca (81)";"America";235
"2020";"Bovisasca (81)";"Apolidi";1
"2020";"Comasina (82)";"Europa (Italia esclusa)";493
"2020";"Comasina (82)";"Asia";2097
"2020";"Comasina (82)";"Africa";546
"2020";"Comasina (82)";"America";409
"2020";"Bruzzano (83)";"Europa (Italia esclusa)";584
"2020";"Bruzzano (83)";"Asia";773
"2020";"Bruzzano (83)";"Africa";626
"2020";"Bruzzano (83)";"America";552
"2020";"Parco Nord (84)";"Europa (Italia esclusa)";5
"2020";"Parco Nord (84)";"Asia";11
"2020";"Parco Nord (84)";"Africa";5
"2020";"Parco Nord (84)";"America";2
"2020";"Parco delle Abbazie (85)";"Europa (Italia esclusa)";159
"2020";"Parco delle Abbazie (85)";"Asia";2
"2020";"Parco delle Abbazie (85)";"Africa";5
"2020";"Parco delle Abbazie (85)";"America";3
"2020";"Parco delle Abbazie (85)";"Apolidi";3
"2020";"Parco dei Navigli (86)";"Europa (Italia esclusa)";29
"2020";"Parco dei Navigli (86)";"Asia";3
"2020";"Parco dei Navigli (86)";"Africa";48
"2020";"Parco dei Navigli (86)";"America";3
"2020";"Assiano (87)";"Europa (Italia esclusa)";24
"2020";"Assiano (87)";"Asia";2
"2020";"Assiano (87)";"Africa";4
"2020";"Assiano (87)";"America";3
"2020";"Parco Bosco in citta' (88)";"Europa (Italia esclusa)";83
"2020";"Parco Bosco in citta' (88)";"Asia";36
"2020";"Parco Bosco in citta' (88)";"Africa";21
"2020";"Parco Bosco in citta' (88)";"America";23
"2021";"Duomo (1)";"Europa (Italia esclusa)";940
"2021";"Duomo (1)";"Asia";822
"2021";"Duomo (1)";"Africa";141
"2021";"Duomo (1)";"America";329
"2021";"Duomo (1)";"Oceania";7
"2021";"Brera (2)";"Europa (Italia esclusa)";1095
"2021";"Brera (2)";"Asia";811
"2021";"Brera (2)";"Africa";327
"2021";"Brera (2)";"America";392
"2021";"Brera (2)";"Oceania";6
"2021";"Brera (2)";"Apolidi";1
"2021";"Giardini P.ta Venezia (3)";"Europa (Italia esclusa)";8
"2021";"Giardini P.ta Venezia (3)";"Asia";3
"2021";"Guastalla (4)";"Europa (Italia esclusa)";699
"2021";"Guastalla (4)";"Asia";838
"2021";"Guastalla (4)";"Africa";64
"2021";"Guastalla (4)";"America";285
"2021";"Guastalla (4)";"Oceania";3
"2021";"Porta Vigentina - Porta Lodovica (5)";"Europa (Italia esclusa)";460
"2021";"Porta Vigentina - Porta Lodovica (5)";"Asia";488
"2021";"Porta Vigentina - Porta Lodovica (5)";"Africa";198
"2021";"Porta Vigentina - Porta Lodovica (5)";"America";248
"2021";"Porta Vigentina - Porta Lodovica (5)";"Oceania";3
"2021";"Porta Ticinese - Conca del Naviglio (6)";"Europa (Italia esclusa)";830
"2021";"Porta Ticinese - Conca del Naviglio (6)";"Asia";804
"2021";"Porta Ticinese - Conca del Naviglio (6)";"Africa";464
"2021";"Porta Ticinese - Conca del Naviglio (6)";"America";395
"2021";"Porta Ticinese - Conca del Naviglio (6)";"Oceania";5
"2021";"Magenta - S.Vittore (7)";"Europa (Italia esclusa)";1023
"2021";"Magenta - S.Vittore (7)";"Asia";630
"2021";"Magenta - S.Vittore (7)";"Africa";139
"2021";"Magenta - S.Vittore (7)";"America";291
"2021";"Magenta - S.Vittore (7)";"Oceania";5
"2021";"Magenta - S.Vittore (7)";"Apolidi";1
"2021";"Porta Garibaldi - Porta Nuova (9)";"Europa (Italia esclusa)";322
"2021";"Porta Garibaldi - Porta Nuova (9)";"Asia";328
"2021";"Porta Garibaldi - Porta Nuova (9)";"Africa";80
"2021";"Porta Garibaldi - Porta Nuova (9)";"America";174
"2021";"Porta Garibaldi - Porta Nuova (9)";"Oceania";2
"2021";"Stazione Centrale - Ponte Seveso (10)";"Europa (Italia esclusa)";748
"2021";"Stazione Centrale - Ponte Seveso (10)";"Asia";2367
"2021";"Stazione Centrale - Ponte Seveso (10)";"Africa";1084
"2021";"Stazione Centrale - Ponte Seveso (10)";"America";524
"2021";"Stazione Centrale - Ponte Seveso (10)";"Oceania";3
"2021";"Isola (11)";"Europa (Italia esclusa)";908
"2021";"Isola (11)";"Asia";2277
"2021";"Isola (11)";"Africa";764
"2021";"Isola (11)";"America";453
"2021";"Maciachini - Maggiolina (12)";"Europa (Italia esclusa)";938
"2021";"Maciachini - Maggiolina (12)";"Asia";2582
"2021";"Maciachini - Maggiolina (12)";"Africa";903
"2021";"Maciachini - Maggiolina (12)";"America";882
"2021";"Maciachini - Maggiolina (12)";"Oceania";4
"2021";"Greco - Segnano (13)";"Europa (Italia esclusa)";572
"2021";"Greco - Segnano (13)";"Asia";2013
"2021";"Greco - Segnano (13)";"Africa";667
"2021";"Greco - Segnano (13)";"America";560
"2021";"Greco - Segnano (13)";"Apolidi";1
"2021";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Europa (Italia esclusa)";1218
"2021";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Asia";2026
"2021";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Africa";1354
"2021";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"America";1147
"2021";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Oceania";3
"2021";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Apolidi";1
"2021";"Bicocca (15)";"Europa (Italia esclusa)";286
"2021";"Bicocca (15)";"Asia";563
"2021";"Bicocca (15)";"Africa";341
"2021";"Bicocca (15)";"America";243
"2021";"Bicocca (15)";"Oceania";1
"2021";"Gorla - Precotto (16)";"Europa (Italia esclusa)";1233
"2021";"Gorla - Precotto (16)";"Asia";3183
"2021";"Gorla - Precotto (16)";"Africa";1155
"2021";"Gorla - Precotto (16)";"America";1288
"2021";"Gorla - Precotto (16)";"Oceania";3
"2021";"Adriano (17)";"Europa (Italia esclusa)";769
"2021";"Adriano (17)";"Asia";1648
"2021";"Adriano (17)";"Africa";1405
"2021";"Adriano (17)";"America";598
"2021";"Adriano (17)";"Oceania";2
"2021";"Adriano (17)";"Apolidi";2
"2021";"Cimiano - Rottole - Q.re Feltre (18)";"Europa (Italia esclusa)";695
"2021";"Cimiano - Rottole - Q.re Feltre (18)";"Asia";1261
"2021";"Cimiano - Rottole - Q.re Feltre (18)";"Africa";529
"2021";"Cimiano - Rottole - Q.re Feltre (18)";"America";711
"2021";"Cimiano - Rottole - Q.re Feltre (18)";"Oceania";1
"2021";"Padova - Turro - Crescenzago (19)";"Europa (Italia esclusa)";1763
"2021";"Padova - Turro - Crescenzago (19)";"Asia";5905
"2021";"Padova - Turro - Crescenzago (19)";"Africa";3088
"2021";"Padova - Turro - Crescenzago (19)";"America";2337
"2021";"Loreto - Casoretto - NoLo (20)";"Europa (Italia esclusa)";1689
"2021";"Loreto - Casoretto - NoLo (20)";"Asia";7493
"2021";"Loreto - Casoretto - NoLo (20)";"Africa";3345
"2021";"Loreto - Casoretto - NoLo (20)";"America";1956
"2021";"Loreto - Casoretto - NoLo (20)";"Oceania";5
"2021";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Europa (Italia esclusa)";2537
"2021";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Asia";3307
"2021";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Africa";809
"2021";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"America";1104
"2021";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Oceania";18
"2021";"Citta' studi (22)";"Europa (Italia esclusa)";1407
"2021";"Citta' studi (22)";"Asia";2223
"2021";"Citta' studi (22)";"Africa";631
"2021";"Citta' studi (22)";"America";1088
"2021";"Citta' studi (22)";"Oceania";4
"2021";"Citta' studi (22)";"Apolidi";1
"2021";"Lambrate - Ortica (23)";"Europa (Italia esclusa)";437
"2021";"Lambrate - Ortica (23)";"Asia";894
