"Anno";"NIL (Nuclei di Identità Locale)";"Continente (Italia esclusa)";"Residenti stranieri"
"2021";"Lambrate - Ortica (23)";"Africa";316
"2021";"Lambrate - Ortica (23)";"America";389
"2021";"Lambrate - Ortica (23)";"Apolidi";1
"2021";"Parco Forlanini - Cavriano (24)";"Europa (Italia esclusa)";106
"2021";"Parco Forlanini - Cavriano (24)";"Asia";362
"2021";"Parco Forlanini - Cavriano (24)";"Africa";899
"2021";"Parco Forlanini - Cavriano (24)";"America";69
"2021";"Parco Forlanini - Cavriano (24)";"Oceania";1
"2021";"Corsica (25)";"Europa (Italia esclusa)";756
"2021";"Corsica (25)";"Asia";1195
"2021";"Corsica (25)";"Africa";296
"2021";"Corsica (25)";"America";503
"2021";"Corsica (25)";"Oceania";1
"2021";"XXII Marzo (26)";"Europa (Italia esclusa)";1152
"2021";"XXII Marzo (26)";"Asia";1124
"2021";"XXII Marzo (26)";"Africa";299
"2021";"XXII Marzo (26)";"America";572
"2021";"XXII Marzo (26)";"Oceania";8
"2021";"Pta Romana (27)";"Europa (Italia esclusa)";627
"2021";"Pta Romana (27)";"Asia";636
"2021";"Pta Romana (27)";"Africa";158
"2021";"Pta Romana (27)";"America";330
"2021";"Pta Romana (27)";"Oceania";11
"2021";"Umbria - Molise - Calvairate (28)";"Europa (Italia esclusa)";852
"2021";"Umbria - Molise - Calvairate (28)";"Asia";1679
"2021";"Umbria - Molise - Calvairate (28)";"Africa";1201
"2021";"Umbria - Molise - Calvairate (28)";"America";662
"2021";"Umbria - Molise - Calvairate (28)";"Oceania";7
"2021";"Ortomercato (29)";"Europa (Italia esclusa)";208
"2021";"Ortomercato (29)";"Asia";659
"2021";"Ortomercato (29)";"Africa";505
"2021";"Ortomercato (29)";"America";222
"2021";"Ortomercato (29)";"Oceania";1
"2021";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Europa (Italia esclusa)";786
"2021";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Asia";1020
"2021";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Africa";838
"2021";"Taliedo - Morsenchio - Q.re Forlanini (30)";"America";899
"2021";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Oceania";1
"2021";"Monlue' - Ponte Lambro (31)";"Europa (Italia esclusa)";252
"2021";"Monlue' - Ponte Lambro (31)";"Asia";517
"2021";"Monlue' - Ponte Lambro (31)";"Africa";879
"2021";"Monlue' - Ponte Lambro (31)";"America";574
"2021";"Triulzo Superiore (32)";"Europa (Italia esclusa)";141
"2021";"Triulzo Superiore (32)";"Asia";411
"2021";"Triulzo Superiore (32)";"Africa";325
"2021";"Triulzo Superiore (32)";"America";206
"2021";"Rogoredo - Santa Giulia (33)";"Europa (Italia esclusa)";420
"2021";"Rogoredo - Santa Giulia (33)";"Asia";747
"2021";"Rogoredo - Santa Giulia (33)";"Africa";525
"2021";"Rogoredo - Santa Giulia (33)";"America";544
"2021";"Chiaravalle (34)";"Europa (Italia esclusa)";30
"2021";"Chiaravalle (34)";"Asia";55
"2021";"Chiaravalle (34)";"Africa";44
"2021";"Chiaravalle (34)";"America";9
"2021";"Lodi - Corvetto (35)";"Europa (Italia esclusa)";1706
"2021";"Lodi - Corvetto (35)";"Asia";3528
"2021";"Lodi - Corvetto (35)";"Africa";2908
"2021";"Lodi - Corvetto (35)";"America";1872
"2021";"Lodi - Corvetto (35)";"Apolidi";3
"2021";"Scalo Romana (36)";"Europa (Italia esclusa)";472
"2021";"Scalo Romana (36)";"Asia";1591
"2021";"Scalo Romana (36)";"Africa";1419
"2021";"Scalo Romana (36)";"America";569
"2021";"Scalo Romana (36)";"Apolidi";1
"2021";"Morivione (37)";"Europa (Italia esclusa)";238
"2021";"Morivione (37)";"Asia";572
"2021";"Morivione (37)";"Africa";193
"2021";"Morivione (37)";"America";228
"2021";"Morivione (37)";"Oceania";1
"2021";"Vigentino - Q.re Fatima (38)";"Europa (Italia esclusa)";480
"2021";"Vigentino - Q.re Fatima (38)";"Asia";699
"2021";"Vigentino - Q.re Fatima (38)";"Africa";296
"2021";"Vigentino - Q.re Fatima (38)";"America";329
"2021";"Vigentino - Q.re Fatima (38)";"Oceania";1
"2021";"Quintosole (39)";"Europa (Italia esclusa)";56
"2021";"Quintosole (39)";"Asia";27
"2021";"Quintosole (39)";"Africa";51
"2021";"Quintosole (39)";"America";17
"2021";"Ronchetto delle Rane (40)";"Europa (Italia esclusa)";6
"2021";"Ronchetto delle Rane (40)";"Asia";33
"2021";"Ronchetto delle Rane (40)";"Africa";39
"2021";"Ronchetto delle Rane (40)";"America";38
"2021";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Europa (Italia esclusa)";462
"2021";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Asia";1178
"2021";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Africa";1040
"2021";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"America";556
"2021";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Apolidi";1
"2021";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Europa (Italia esclusa)";1046
"2021";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Asia";2413
"2021";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Africa";1330
"2021";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"America";1013
"2021";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Oceania";2
"2021";"Tibaldi (43)";"Europa (Italia esclusa)";385
"2021";"Tibaldi (43)";"Asia";719
"2021";"Tibaldi (43)";"Africa";498
"2021";"Tibaldi (43)";"America";356
"2021";"Tibaldi (43)";"Oceania";1
"2021";"Porta Ticinese - Conchetta (44)";"Europa (Italia esclusa)";662
"2021";"Porta Ticinese - Conchetta (44)";"Asia";678
"2021";"Porta Ticinese - Conchetta (44)";"Africa";377
"2021";"Porta Ticinese - Conchetta (44)";"America";477
"2021";"Porta Ticinese - Conchetta (44)";"Oceania";7
"2021";"Moncucco - San Cristoforo (45)";"Europa (Italia esclusa)";609
"2021";"Moncucco - San Cristoforo (45)";"Asia";743
"2021";"Moncucco - San Cristoforo (45)";"Africa";1157
"2021";"Moncucco - San Cristoforo (45)";"America";433
"2021";"Moncucco - San Cristoforo (45)";"Oceania";2
"2021";"Barona (46)";"Europa (Italia esclusa)";491
"2021";"Barona (46)";"Asia";769
"2021";"Barona (46)";"Africa";1276
"2021";"Barona (46)";"America";472
"2021";"Cantalupa (47)";"Europa (Italia esclusa)";23
"2021";"Cantalupa (47)";"Asia";28
"2021";"Cantalupa (47)";"Africa";57
"2021";"Cantalupa (47)";"America";34
"2021";"Cantalupa (47)";"Apolidi";1
"2021";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Europa (Italia esclusa)";372
"2021";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Asia";588
"2021";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Africa";564
"2021";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"America";417
"2021";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Oceania";1
"2021";"Giambellino (49)";"Europa (Italia esclusa)";1259
"2021";"Giambellino (49)";"Asia";2971
"2021";"Giambellino (49)";"Africa";2769
"2021";"Giambellino (49)";"America";1250
"2021";"Giambellino (49)";"Oceania";2
"2021";"Giambellino (49)";"Apolidi";2
"2021";"Porta Genova (50)";"Europa (Italia esclusa)";506
"2021";"Porta Genova (50)";"Asia";422
"2021";"Porta Genova (50)";"Africa";138
"2021";"Porta Genova (50)";"America";233
"2021";"Porta Genova (50)";"Oceania";2
"2021";"Porta Magenta (51)";"Europa (Italia esclusa)";1075
"2021";"Porta Magenta (51)";"Asia";914
"2021";"Porta Magenta (51)";"Africa";162
"2021";"Porta Magenta (51)";"America";365
"2021";"Porta Magenta (51)";"Oceania";3
"2021";"Porta Magenta (51)";"Apolidi";1
"2021";"Bande Nere (52)";"Europa (Italia esclusa)";1444
"2021";"Bande Nere (52)";"Asia";3602
"2021";"Bande Nere (52)";"Africa";801
"2021";"Bande Nere (52)";"America";1287
"2021";"Bande Nere (52)";"Oceania";4
"2021";"Bande Nere (52)";"Apolidi";1
"2021";"Lorenteggio (53)";"Europa (Italia esclusa)";496
"2021";"Lorenteggio (53)";"Asia";747
"2021";"Lorenteggio (53)";"Africa";608
"2021";"Lorenteggio (53)";"America";324
"2021";"Lorenteggio (53)";"Oceania";1
"2021";"Muggiano (54)";"Europa (Italia esclusa)";60
"2021";"Muggiano (54)";"Asia";49
"2021";"Muggiano (54)";"Africa";37
"2021";"Muggiano (54)";"America";64
"2021";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Europa (Italia esclusa)";1100
"2021";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Asia";2161
"2021";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Africa";1557
"2021";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"America";1821
"2021";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Apolidi";2
"2021";"Forze Armate (56)";"Europa (Italia esclusa)";946
"2021";"Forze Armate (56)";"Asia";1745
"2021";"Forze Armate (56)";"Africa";1566
"2021";"Forze Armate (56)";"America";1080
"2021";"Forze Armate (56)";"Oceania";2
"2021";"San Siro (57)";"Europa (Italia esclusa)";1189
"2021";"San Siro (57)";"Asia";2486
"2021";"San Siro (57)";"Africa";5029
"2021";"San Siro (57)";"America";1153
"2021";"San Siro (57)";"Oceania";1
"2021";"De Angeli - Monte Rosa (58)";"Europa (Italia esclusa)";1105
"2021";"De Angeli - Monte Rosa (58)";"Asia";885
"2021";"De Angeli - Monte Rosa (58)";"Africa";162
"2021";"De Angeli - Monte Rosa (58)";"America";458
"2021";"De Angeli - Monte Rosa (58)";"Oceania";1
"2021";"Tre Torri (59)";"Europa (Italia esclusa)";244
"2021";"Tre Torri (59)";"Asia";112
"2021";"Tre Torri (59)";"Africa";9
"2021";"Tre Torri (59)";"America";35
"2021";"Stadio - Ippodromi (60)";"Europa (Italia esclusa)";968
"2021";"Stadio - Ippodromi (60)";"Asia";785
"2021";"Stadio - Ippodromi (60)";"Africa";299
"2021";"Stadio - Ippodromi (60)";"America";350
"2021";"Quarto Cagnino (61)";"Europa (Italia esclusa)";223
"2021";"Quarto Cagnino (61)";"Asia";398
"2021";"Quarto Cagnino (61)";"Africa";333
"2021";"Quarto Cagnino (61)";"America";197
"2021";"Quinto Romano (62)";"Europa (Italia esclusa)";146
"2021";"Quinto Romano (62)";"Asia";171
"2021";"Quinto Romano (62)";"Africa";198
"2021";"Quinto Romano (62)";"America";116
"2021";"Figino (63)";"Europa (Italia esclusa)";133
"2021";"Figino (63)";"Asia";165
"2021";"Figino (63)";"Africa";173
"2021";"Figino (63)";"America";149
"2021";"Trenno (64)";"Europa (Italia esclusa)";64
"2021";"Trenno (64)";"Asia";62
"2021";"Trenno (64)";"Africa";128
"2021";"Trenno (64)";"America";68
"2021";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Europa (Italia esclusa)";1194
"2021";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Asia";1605
"2021";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Africa";977
"2021";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"America";786
"2021";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Oceania";5
"2021";"QT 8 (66)";"Europa (Italia esclusa)";125
"2021";"QT 8 (66)";"Asia";195
"2021";"QT 8 (66)";"Africa";45
"2021";"QT 8 (66)";"America";97
"2021";"Portello (67)";"Europa (Italia esclusa)";376
"2021";"Portello (67)";"Asia";359
"2021";"Portello (67)";"Africa";58
"2021";"Portello (67)";"America";165
"2021";"Portello (67)";"Oceania";2
"2021";"Pagano (68)";"Europa (Italia esclusa)";901
"2021";"Pagano (68)";"Asia";581
"2021";"Pagano (68)";"Africa";71
"2021";"Pagano (68)";"America";244
"2021";"Pagano (68)";"Oceania";9
"2021";"Sarpi (69)";"Europa (Italia esclusa)";1315
"2021";"Sarpi (69)";"Asia";3132
"2021";"Sarpi (69)";"Africa";247
"2021";"Sarpi (69)";"America";545
"2021";"Sarpi (69)";"Oceania";5
"2021";"Ghisolfa (70)";"Europa (Italia esclusa)";636
"2021";"Ghisolfa (70)";"Asia";1387
"2021";"Ghisolfa (70)";"Africa";459
"2021";"Ghisolfa (70)";"America";513
"2021";"Villapizzone - Cagnola - Boldinasco (71)";"Europa (Italia esclusa)";1819
"2021";"Villapizzone - Cagnola - Boldinasco (71)";"Asia";6735
"2021";"Villapizzone - Cagnola - Boldinasco (71)";"Africa";2621
"2021";"Villapizzone - Cagnola - Boldinasco (71)";"America";2183
"2021";"Maggiore - Musocco - Certosa (72)";"Europa (Italia esclusa)";327
"2021";"Maggiore - Musocco - Certosa (72)";"Asia";448
"2021";"Maggiore - Musocco - Certosa (72)";"Africa";242
"2021";"Maggiore - Musocco - Certosa (72)";"America";312
"2021";"Maggiore - Musocco - Certosa (72)";"Oceania";1
"2021";"Cascina Merlata (73)";"Europa (Italia esclusa)";104
"2021";"Cascina Merlata (73)";"Asia";13
"2021";"Cascina Merlata (73)";"Africa";122
"2021";"Cascina Merlata (73)";"America";57
"2021";"Roserio (74)";"Europa (Italia esclusa)";4
"2021";"Roserio (74)";"Asia";37
"2021";"Roserio (74)";"Africa";11
"2021";"Roserio (74)";"America";16
"2021";"Stephenson (75)";"Europa (Italia esclusa)";9
"2021";"Stephenson (75)";"Asia";35
"2021";"Stephenson (75)";"Africa";3
"2021";"Stephenson (75)";"America";4
"2021";"Quarto Oggiaro - Vialba - Musocco (76)";"Europa (Italia esclusa)";1087
"2021";"Quarto Oggiaro - Vialba - Musocco (76)";"Asia";4136
"2021";"Quarto Oggiaro - Vialba - Musocco (76)";"Africa";2414
"2021";"Quarto Oggiaro - Vialba - Musocco (76)";"America";1322
"2021";"Quarto Oggiaro - Vialba - Musocco (76)";"Oceania";1
"2021";"Quarto Oggiaro - Vialba - Musocco (76)";"Apolidi";1
"2021";"Bovisa (77)";"Europa (Italia esclusa)";711
"2021";"Bovisa (77)";"Asia";2082
"2021";"Bovisa (77)";"Africa";1341
"2021";"Bovisa (77)";"America";701
"2021";"Bovisa (77)";"Oceania";2
"2021";"Farini (78)";"Europa (Italia esclusa)";160
"2021";"Farini (78)";"Asia";593
"2021";"Farini (78)";"Africa";370
"2021";"Farini (78)";"America";140
"2021";"Dergano (79)";"Europa (Italia esclusa)";867
"2021";"Dergano (79)";"Asia";4088
"2021";"Dergano (79)";"Africa";2154
"2021";"Dergano (79)";"America";1087
"2021";"Dergano (79)";"Apolidi";2
"2021";"Affori (80)";"Europa (Italia esclusa)";966
"2021";"Affori (80)";"Asia";4296
"2021";"Affori (80)";"Africa";1423
"2021";"Affori (80)";"America";894
"2021";"Affori (80)";"Oceania";1
"2021";"Bovisasca (81)";"Europa (Italia esclusa)";271
"2021";"Bovisasca (81)";"Asia";444
"2021";"Bovisasca (81)";"Africa";268
"2021";"Bovisasca (81)";"America";234
"2021";"Comasina (82)";"Europa (Italia esclusa)";470
"2021";"Comasina (82)";"Asia";2251
"2021";"Comasina (82)";"Africa";602
"2021";"Comasina (82)";"America";403
"2021";"Bruzzano (83)";"Europa (Italia esclusa)";603
"2021";"Bruzzano (83)";"Asia";812
"2021";"Bruzzano (83)";"Africa";629
"2021";"Bruzzano (83)";"America";558
"2021";"Bruzzano (83)";"Apolidi";1
"2021";"Parco Nord (84)";"Europa (Italia esclusa)";5
"2021";"Parco Nord (84)";"Asia";11
"2021";"Parco Nord (84)";"Africa";5
"2021";"Parco Nord (84)";"America";2
"2021";"Parco delle Abbazie (85)";"Europa (Italia esclusa)";151
"2021";"Parco delle Abbazie (85)";"Asia";5
"2021";"Parco delle Abbazie (85)";"Africa";1
"2021";"Parco delle Abbazie (85)";"America";3
"2021";"Parco delle Abbazie (85)";"Apolidi";3
"2021";"Parco dei Navigli (86)";"Europa (Italia esclusa)";29
"2021";"Parco dei Navigli (86)";"Asia";2
"2021";"Parco dei Navigli (86)";"Africa";46
"2021";"Parco dei Navigli (86)";"America";3
"2021";"Assiano (87)";"Europa (Italia esclusa)";13
"2021";"Assiano (87)";"Asia";2
"2021";"Assiano (87)";"Africa";5
"2021";"Assiano (87)";"America";2
"2021";"Parco Bosco in citta' (88)";"Europa (Italia esclusa)";82
"2021";"Parco Bosco in citta' (88)";"Asia";47
"2021";"Parco Bosco in citta' (88)";"Africa";22
"2021";"Parco Bosco in citta' (88)";"America";25
"2022";"Duomo (1)";"Europa (Italia esclusa)";1026
"2022";"Duomo (1)";"Asia";807
"2022";"Duomo (1)";"Africa";122
"2022";"Duomo (1)";"America";351
"2022";"Duomo (1)";"Oceania";8
"2022";"Brera (2)";"Europa (Italia esclusa)";1194
"2022";"Brera (2)";"Asia";861
"2022";"Brera (2)";"Africa";395
"2022";"Brera (2)";"America";440
"2022";"Brera (2)";"Oceania";7
"2022";"Giardini P.ta Venezia (3)";"Europa (Italia esclusa)";8
"2022";"Giardini P.ta Venezia (3)";"Asia";3
"2022";"Giardini P.ta Venezia (3)";"America";1
"2022";"Guastalla (4)";"Europa (Italia esclusa)";741
"2022";"Guastalla (4)";"Asia";830
"2022";"Guastalla (4)";"Africa";73
"2022";"Guastalla (4)";"America";299
"2022";"Guastalla (4)";"Oceania";6
"2022";"Porta Vigentina - Porta Lodovica (5)";"Europa (Italia esclusa)";497
"2022";"Porta Vigentina - Porta Lodovica (5)";"Asia";478
"2022";"Porta Vigentina - Porta Lodovica (5)";"Africa";196
"2022";"Porta Vigentina - Porta Lodovica (5)";"America";267
"2022";"Porta Vigentina - Porta Lodovica (5)";"Oceania";4
"2022";"Porta Ticinese - Conca del Naviglio (6)";"Europa (Italia esclusa)";855
"2022";"Porta Ticinese - Conca del Naviglio (6)";"Asia";833
"2022";"Porta Ticinese - Conca del Naviglio (6)";"Africa";539
"2022";"Porta Ticinese - Conca del Naviglio (6)";"America";414
"2022";"Porta Ticinese - Conca del Naviglio (6)";"Oceania";4
"2022";"Magenta - S.Vittore (7)";"Europa (Italia esclusa)";1112
"2022";"Magenta - S.Vittore (7)";"Asia";664
"2022";"Magenta - S.Vittore (7)";"Africa";178
"2022";"Magenta - S.Vittore (7)";"America";313
"2022";"Magenta - S.Vittore (7)";"Oceania";5
"2022";"Porta Garibaldi - Porta Nuova (9)";"Europa (Italia esclusa)";351
"2022";"Porta Garibaldi - Porta Nuova (9)";"Asia";348
"2022";"Porta Garibaldi - Porta Nuova (9)";"Africa";81
"2022";"Porta Garibaldi - Porta Nuova (9)";"America";170
"2022";"Porta Garibaldi - Porta Nuova (9)";"Oceania";2
"2022";"Stazione Centrale - Ponte Seveso (10)";"Europa (Italia esclusa)";774
"2022";"Stazione Centrale - Ponte Seveso (10)";"Asia";2325
"2022";"Stazione Centrale - Ponte Seveso (10)";"Africa";930
"2022";"Stazione Centrale - Ponte Seveso (10)";"America";510
"2022";"Stazione Centrale - Ponte Seveso (10)";"Oceania";3
"2022";"Isola (11)";"Europa (Italia esclusa)";951
"2022";"Isola (11)";"Asia";2255
"2022";"Isola (11)";"Africa";801
"2022";"Isola (11)";"America";453
"2022";"Isola (11)";"Oceania";1
"2022";"Maciachini - Maggiolina (12)";"Europa (Italia esclusa)";965
"2022";"Maciachini - Maggiolina (12)";"Asia";2645
"2022";"Maciachini - Maggiolina (12)";"Africa";999
"2022";"Maciachini - Maggiolina (12)";"America";863
"2022";"Maciachini - Maggiolina (12)";"Oceania";5
"2022";"Greco - Segnano (13)";"Europa (Italia esclusa)";587
"2022";"Greco - Segnano (13)";"Asia";2052
"2022";"Greco - Segnano (13)";"Africa";600
"2022";"Greco - Segnano (13)";"America";516
"2022";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Europa (Italia esclusa)";1256
"2022";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Asia";2207
"2022";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Africa";1438
"2022";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"America";1181
"2022";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Oceania";3
"2022";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Apolidi";4
"2022";"Bicocca (15)";"Europa (Italia esclusa)";288
"2022";"Bicocca (15)";"Asia";620
"2022";"Bicocca (15)";"Africa";339
"2022";"Bicocca (15)";"America";235
"2022";"Bicocca (15)";"Oceania";1
"2022";"Gorla - Precotto (16)";"Europa (Italia esclusa)";1197
"2022";"Gorla - Precotto (16)";"Asia";3213
"2022";"Gorla - Precotto (16)";"Africa";1195
"2022";"Gorla - Precotto (16)";"America";1274
"2022";"Gorla - Precotto (16)";"Oceania";3
"2022";"Adriano (17)";"Europa (Italia esclusa)";753
"2022";"Adriano (17)";"Asia";1717
"2022";"Adriano (17)";"Africa";1386
"2022";"Adriano (17)";"America";601
"2022";"Adriano (17)";"Oceania";2
"2022";"Adriano (17)";"Apolidi";2
"2022";"Cimiano - Rottole - Q.re Feltre (18)";"Europa (Italia esclusa)";727
"2022";"Cimiano - Rottole - Q.re Feltre (18)";"Asia";1309
"2022";"Cimiano - Rottole - Q.re Feltre (18)";"Africa";560
"2022";"Cimiano - Rottole - Q.re Feltre (18)";"America";712
"2022";"Cimiano - Rottole - Q.re Feltre (18)";"Oceania";1
"2022";"Padova - Turro - Crescenzago (19)";"Europa (Italia esclusa)";1772
"2022";"Padova - Turro - Crescenzago (19)";"Asia";6044
"2022";"Padova - Turro - Crescenzago (19)";"Africa";3219
"2022";"Padova - Turro - Crescenzago (19)";"America";2298
"2022";"Padova - Turro - Crescenzago (19)";"Oceania";1
"2022";"Padova - Turro - Crescenzago (19)";"Apolidi";1
"2022";"Loreto - Casoretto - NoLo (20)";"Europa (Italia esclusa)";1689
"2022";"Loreto - Casoretto - NoLo (20)";"Asia";7498
"2022";"Loreto - Casoretto - NoLo (20)";"Africa";3379
"2022";"Loreto - Casoretto - NoLo (20)";"America";1942
"2022";"Loreto - Casoretto - NoLo (20)";"Oceania";6
"2022";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Europa (Italia esclusa)";2641
"2022";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Asia";3407
"2022";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Africa";871
"2022";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"America";1126
"2022";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Oceania";16
"2022";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Apolidi";2
"2022";"Citta' studi (22)";"Europa (Italia esclusa)";1452
"2022";"Citta' studi (22)";"Asia";2304
"2022";"Citta' studi (22)";"Africa";691
"2022";"Citta' studi (22)";"America";1076
"2022";"Citta' studi (22)";"Oceania";7
"2022";"Citta' studi (22)";"Apolidi";2
"2022";"Lambrate - Ortica (23)";"Europa (Italia esclusa)";448
"2022";"Lambrate - Ortica (23)";"Asia";918
"2022";"Lambrate - Ortica (23)";"Africa";301
"2022";"Lambrate - Ortica (23)";"America";399
"2022";"Lambrate - Ortica (23)";"Apolidi";1
"2022";"Parco Forlanini - Cavriano (24)";"Europa (Italia esclusa)";116
"2022";"Parco Forlanini - Cavriano (24)";"Asia";479
"2022";"Parco Forlanini - Cavriano (24)";"Africa";879
"2022";"Parco Forlanini - Cavriano (24)";"America";86
