"NIL";"Anno";"Famiglie"
"Parco Forlanini - Cavriano (24)";"2013";590
"Parco Forlanini - Cavriano (24)";"2014";564
"Parco Forlanini - Cavriano (24)";"2015";582
"Parco Forlanini - Cavriano (24)";"2016";747
"Parco Forlanini - Cavriano (24)";"2017";2183
"Parco Forlanini - Cavriano (24)";"2018";2220
"Parco Forlanini - Cavriano (24)";"2019";2006
"Parco Forlanini - Cavriano (24)";"2020";1978
"Parco Forlanini - Cavriano (24)";"2021";1741
"Parco Forlanini - Cavriano (24)";"2022";1882
"Parco Forlanini - Cavriano (24)";"2023";1993
"Corsica (25)";"1999";9932
"Corsica (25)";"2000";10012
"Corsica (25)";"2001";10084
"Corsica (25)";"2002";9963
"Corsica (25)";"2003";9312
"Corsica (25)";"2004";9640
"Corsica (25)";"2005";9748
"Corsica (25)";"2006";9687
"Corsica (25)";"2007";9753
"Corsica (25)";"2008";9862
"Corsica (25)";"2009";10068
"Corsica (25)";"2010";10255
"Corsica (25)";"2011";10460
"Corsica (25)";"2012";10713
"Corsica (25)";"2013";10605
"Corsica (25)";"2014";10469
"Corsica (25)";"2015";10506
"Corsica (25)";"2016";10711
"Corsica (25)";"2017";10829
"Corsica (25)";"2018";10913
"Corsica (25)";"2019";10990
"Corsica (25)";"2020";10913
"Corsica (25)";"2021";10792
"Corsica (25)";"2022";10836
"Corsica (25)";"2023";11116
"XXII Marzo (26)";"1999";17358
"XXII Marzo (26)";"2000";17468
"XXII Marzo (26)";"2001";17525
"XXII Marzo (26)";"2002";17353
"XXII Marzo (26)";"2003";16300
"XXII Marzo (26)";"2004";16822
"XXII Marzo (26)";"2005";16928
"XXII Marzo (26)";"2006";16768
"XXII Marzo (26)";"2007";16610
"XXII Marzo (26)";"2008";16540
"XXII Marzo (26)";"2009";16711
"XXII Marzo (26)";"2010";16704
"XXII Marzo (26)";"2011";16959
"XXII Marzo (26)";"2012";17135
"XXII Marzo (26)";"2013";16841
"XXII Marzo (26)";"2014";16788
"XXII Marzo (26)";"2015";16858
"XXII Marzo (26)";"2016";17001
"XXII Marzo (26)";"2017";17220
"XXII Marzo (26)";"2018";17394
"XXII Marzo (26)";"2019";17447
"XXII Marzo (26)";"2020";17302
"XXII Marzo (26)";"2021";17141
"XXII Marzo (26)";"2022";17234
"XXII Marzo (26)";"2023";17582
"Pta Romana (27)";"1999";9586
"Pta Romana (27)";"2000";9629
"Pta Romana (27)";"2001";9698
"Pta Romana (27)";"2002";9555
"Pta Romana (27)";"2003";8940
"Pta Romana (27)";"2004";9234
"Pta Romana (27)";"2005";9296
"Pta Romana (27)";"2006";9340
"Pta Romana (27)";"2007";9314
"Pta Romana (27)";"2008";9306
"Pta Romana (27)";"2009";9303
"Pta Romana (27)";"2010";9399
"Pta Romana (27)";"2011";9524
"Pta Romana (27)";"2012";9647
"Pta Romana (27)";"2013";9497
"Pta Romana (27)";"2014";9357
"Pta Romana (27)";"2015";9430
"Pta Romana (27)";"2016";9512
"Pta Romana (27)";"2017";9537
"Pta Romana (27)";"2018";9690
"Pta Romana (27)";"2019";9780
"Pta Romana (27)";"2020";9711
"Pta Romana (27)";"2021";9461
"Pta Romana (27)";"2022";9530
"Pta Romana (27)";"2023";9661
"Umbria - Molise - Calvairate (28)";"1999";12343
"Umbria - Molise - Calvairate (28)";"2000";12519
"Umbria - Molise - Calvairate (28)";"2001";12620
"Umbria - Molise - Calvairate (28)";"2002";12552
"Umbria - Molise - Calvairate (28)";"2003";11871
"Umbria - Molise - Calvairate (28)";"2004";12238
"Umbria - Molise - Calvairate (28)";"2005";12352
"Umbria - Molise - Calvairate (28)";"2006";12236
"Umbria - Molise - Calvairate (28)";"2007";12198
"Umbria - Molise - Calvairate (28)";"2008";12179
"Umbria - Molise - Calvairate (28)";"2009";12280
"Umbria - Molise - Calvairate (28)";"2010";12535
"Umbria - Molise - Calvairate (28)";"2011";12795
"Umbria - Molise - Calvairate (28)";"2012";12952
"Umbria - Molise - Calvairate (28)";"2013";12903
"Umbria - Molise - Calvairate (28)";"2014";12584
"Umbria - Molise - Calvairate (28)";"2015";12626
"Umbria - Molise - Calvairate (28)";"2016";12731
"Umbria - Molise - Calvairate (28)";"2017";12786
"Umbria - Molise - Calvairate (28)";"2018";12993
"Umbria - Molise - Calvairate (28)";"2019";13146
"Umbria - Molise - Calvairate (28)";"2020";13053
"Umbria - Molise - Calvairate (28)";"2021";12906
"Umbria - Molise - Calvairate (28)";"2022";13133
"Umbria - Molise - Calvairate (28)";"2023";13708
"Ortomercato (29)";"1999";2015
"Ortomercato (29)";"2000";2067
"Ortomercato (29)";"2001";2095
"Ortomercato (29)";"2002";2110
"Ortomercato (29)";"2003";1962
"Ortomercato (29)";"2004";2090
"Ortomercato (29)";"2005";2123
"Ortomercato (29)";"2006";2109
"Ortomercato (29)";"2007";2086
"Ortomercato (29)";"2008";2090
"Ortomercato (29)";"2009";2104
"Ortomercato (29)";"2010";2173
"Ortomercato (29)";"2011";2312
"Ortomercato (29)";"2012";2419
"Ortomercato (29)";"2013";2404
"Ortomercato (29)";"2014";2359
"Ortomercato (29)";"2015";2426
"Ortomercato (29)";"2016";2392
"Ortomercato (29)";"2017";2427
"Ortomercato (29)";"2018";2467
"Ortomercato (29)";"2019";2474
"Ortomercato (29)";"2020";2450
"Ortomercato (29)";"2021";2405
"Ortomercato (29)";"2022";2463
"Ortomercato (29)";"2023";2549
"Taliedo - Morsenchio - Q.re Forlanini (30)";"1999";9077
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2000";9088
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2001";9189
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2002";9206
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2003";9137
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2004";9262
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2005";9384
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2006";9360
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2007";9407
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2008";9444
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2009";9491
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2010";9676
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2011";9814
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2012";9945
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2013";9795
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2014";9767
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2015";9815
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2016";9816
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2017";9899
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2018";10072
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2019";10154
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2020";9998
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2021";10048
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2022";10137
"Taliedo - Morsenchio - Q.re Forlanini (30)";"2023";10378
"Monlue' - Ponte Lambro (31)";"1999";1909
"Monlue' - Ponte Lambro (31)";"2000";1949
"Monlue' - Ponte Lambro (31)";"2001";2023
"Monlue' - Ponte Lambro (31)";"2002";1982
"Monlue' - Ponte Lambro (31)";"2003";1799
"Monlue' - Ponte Lambro (31)";"2004";1958
"Monlue' - Ponte Lambro (31)";"2005";1993
"Monlue' - Ponte Lambro (31)";"2006";2012
"Monlue' - Ponte Lambro (31)";"2007";2003
"Monlue' - Ponte Lambro (31)";"2008";2021
"Monlue' - Ponte Lambro (31)";"2009";2132
"Monlue' - Ponte Lambro (31)";"2010";2246
"Monlue' - Ponte Lambro (31)";"2011";2349
"Monlue' - Ponte Lambro (31)";"2012";2499
"Monlue' - Ponte Lambro (31)";"2013";2496
"Monlue' - Ponte Lambro (31)";"2014";2497
"Monlue' - Ponte Lambro (31)";"2015";2487
"Monlue' - Ponte Lambro (31)";"2016";2497
"Monlue' - Ponte Lambro (31)";"2017";2570
"Monlue' - Ponte Lambro (31)";"2018";2650
"Monlue' - Ponte Lambro (31)";"2019";2693
"Monlue' - Ponte Lambro (31)";"2020";2643
"Monlue' - Ponte Lambro (31)";"2021";2685
"Monlue' - Ponte Lambro (31)";"2022";2717
"Monlue' - Ponte Lambro (31)";"2023";2999
"Triulzo Superiore (32)";"1999";676
"Triulzo Superiore (32)";"2000";681
"Triulzo Superiore (32)";"2001";732
"Triulzo Superiore (32)";"2002";689
"Triulzo Superiore (32)";"2003";582
"Triulzo Superiore (32)";"2004";657
"Triulzo Superiore (32)";"2005";707
"Triulzo Superiore (32)";"2006";709
"Triulzo Superiore (32)";"2007";705
"Triulzo Superiore (32)";"2008";705
"Triulzo Superiore (32)";"2009";737
"Triulzo Superiore (32)";"2010";784
"Triulzo Superiore (32)";"2011";863
"Triulzo Superiore (32)";"2012";936
"Triulzo Superiore (32)";"2013";909
"Triulzo Superiore (32)";"2014";865
"Triulzo Superiore (32)";"2015";896
"Triulzo Superiore (32)";"2016";882
"Triulzo Superiore (32)";"2017";868
"Triulzo Superiore (32)";"2018";893
"Triulzo Superiore (32)";"2019";895
"Triulzo Superiore (32)";"2020";881
"Triulzo Superiore (32)";"2021";860
"Triulzo Superiore (32)";"2022";911
"Triulzo Superiore (32)";"2023";950
"Rogoredo - Santa Giulia (33)";"1999";2160
"Rogoredo - Santa Giulia (33)";"2000";2634
"Rogoredo - Santa Giulia (33)";"2001";2941
"Rogoredo - Santa Giulia (33)";"2002";2940
"Rogoredo - Santa Giulia (33)";"2003";2819
"Rogoredo - Santa Giulia (33)";"2004";2944
"Rogoredo - Santa Giulia (33)";"2005";3001
"Rogoredo - Santa Giulia (33)";"2006";2999
"Rogoredo - Santa Giulia (33)";"2007";3048
"Rogoredo - Santa Giulia (33)";"2008";3081
"Rogoredo - Santa Giulia (33)";"2009";3893
"Rogoredo - Santa Giulia (33)";"2010";4419
"Rogoredo - Santa Giulia (33)";"2011";4636
"Rogoredo - Santa Giulia (33)";"2012";4816
"Rogoredo - Santa Giulia (33)";"2013";4820
"Rogoredo - Santa Giulia (33)";"2014";4906
"Rogoredo - Santa Giulia (33)";"2015";4917
"Rogoredo - Santa Giulia (33)";"2016";4944
"Rogoredo - Santa Giulia (33)";"2017";4967
"Rogoredo - Santa Giulia (33)";"2018";5007
"Rogoredo - Santa Giulia (33)";"2019";5098
"Rogoredo - Santa Giulia (33)";"2020";5351
"Rogoredo - Santa Giulia (33)";"2021";5539
"Rogoredo - Santa Giulia (33)";"2022";5745
"Rogoredo - Santa Giulia (33)";"2023";5891
"Chiaravalle (34)";"1999";520
"Chiaravalle (34)";"2000";525
"Chiaravalle (34)";"2001";524
"Chiaravalle (34)";"2002";521
"Chiaravalle (34)";"2003";510
"Chiaravalle (34)";"2004";523
"Chiaravalle (34)";"2005";526
"Chiaravalle (34)";"2006";524
"Chiaravalle (34)";"2007";525
"Chiaravalle (34)";"2008";535
"Chiaravalle (34)";"2009";532
"Chiaravalle (34)";"2010";556
"Chiaravalle (34)";"2011";565
"Chiaravalle (34)";"2012";587
"Chiaravalle (34)";"2013";563
"Chiaravalle (34)";"2014";545
"Chiaravalle (34)";"2015";539
"Chiaravalle (34)";"2016";540
"Chiaravalle (34)";"2017";541
"Chiaravalle (34)";"2018";540
"Chiaravalle (34)";"2019";560
"Chiaravalle (34)";"2020";556
"Chiaravalle (34)";"2021";544
"Chiaravalle (34)";"2022";544
"Chiaravalle (34)";"2023";563
"Lodi - Corvetto (35)";"1999";18139
"Lodi - Corvetto (35)";"2000";18282
"Lodi - Corvetto (35)";"2001";18448
"Lodi - Corvetto (35)";"2002";18094
"Lodi - Corvetto (35)";"2003";17266
"Lodi - Corvetto (35)";"2004";18067
"Lodi - Corvetto (35)";"2005";18374
"Lodi - Corvetto (35)";"2006";18420
"Lodi - Corvetto (35)";"2007";18477
"Lodi - Corvetto (35)";"2008";18569
"Lodi - Corvetto (35)";"2009";18648
"Lodi - Corvetto (35)";"2010";19125
"Lodi - Corvetto (35)";"2011";19838
"Lodi - Corvetto (35)";"2012";20448
"Lodi - Corvetto (35)";"2013";20209
"Lodi - Corvetto (35)";"2014";19751
"Lodi - Corvetto (35)";"2015";19818
"Lodi - Corvetto (35)";"2016";19765
"Lodi - Corvetto (35)";"2017";19786
"Lodi - Corvetto (35)";"2018";19935
"Lodi - Corvetto (35)";"2019";20209
"Lodi - Corvetto (35)";"2020";19980
"Lodi - Corvetto (35)";"2021";20347
"Lodi - Corvetto (35)";"2022";20868
"Lodi - Corvetto (35)";"2023";21570
"Scalo Romana (36)";"1999";5259
"Scalo Romana (36)";"2000";5331
"Scalo Romana (36)";"2001";5372
"Scalo Romana (36)";"2002";5205
"Scalo Romana (36)";"2003";4682
"Scalo Romana (36)";"2004";5090
"Scalo Romana (36)";"2005";5236
"Scalo Romana (36)";"2006";5226
"Scalo Romana (36)";"2007";5285
"Scalo Romana (36)";"2008";5339
"Scalo Romana (36)";"2009";5433
"Scalo Romana (36)";"2010";5636
"Scalo Romana (36)";"2011";5805
"Scalo Romana (36)";"2012";6381
"Scalo Romana (36)";"2013";6559
"Scalo Romana (36)";"2014";6577
"Scalo Romana (36)";"2015";6859
"Scalo Romana (36)";"2016";7013
"Scalo Romana (36)";"2017";7115
"Scalo Romana (36)";"2018";7219
"Scalo Romana (36)";"2019";7155
"Scalo Romana (36)";"2020";6991
"Scalo Romana (36)";"2021";6874
"Scalo Romana (36)";"2022";6889
"Scalo Romana (36)";"2023";7048
"Morivione (37)";"1999";3003
"Morivione (37)";"2000";3037
"Morivione (37)";"2001";3057
"Morivione (37)";"2002";3160
"Morivione (37)";"2003";3292
"Morivione (37)";"2004";3452
"Morivione (37)";"2005";3605
"Morivione (37)";"2006";3695
"Morivione (37)";"2007";3844
"Morivione (37)";"2008";3924
"Morivione (37)";"2009";3978
"Morivione (37)";"2010";4060
"Morivione (37)";"2011";4163
"Morivione (37)";"2012";4266
"Morivione (37)";"2013";4250
"Morivione (37)";"2014";4115
"Morivione (37)";"2015";4119
"Morivione (37)";"2016";4173
"Morivione (37)";"2017";4185
"Morivione (37)";"2018";4276
"Morivione (37)";"2019";4375
"Morivione (37)";"2020";4306
"Morivione (37)";"2021";4272
"Morivione (37)";"2022";4336
"Morivione (37)";"2023";4455
"Vigentino - Q.re Fatima (38)";"1999";5852
"Vigentino - Q.re Fatima (38)";"2000";6006
"Vigentino - Q.re Fatima (38)";"2001";6097
"Vigentino - Q.re Fatima (38)";"2002";6163
"Vigentino - Q.re Fatima (38)";"2003";5969
"Vigentino - Q.re Fatima (38)";"2004";6226
"Vigentino - Q.re Fatima (38)";"2005";6297
"Vigentino - Q.re Fatima (38)";"2006";6384
"Vigentino - Q.re Fatima (38)";"2007";6370
"Vigentino - Q.re Fatima (38)";"2008";6377
"Vigentino - Q.re Fatima (38)";"2009";6470
"Vigentino - Q.re Fatima (38)";"2010";6574
"Vigentino - Q.re Fatima (38)";"2011";6779
"Vigentino - Q.re Fatima (38)";"2012";6987
"Vigentino - Q.re Fatima (38)";"2013";6990
"Vigentino - Q.re Fatima (38)";"2014";7014
"Vigentino - Q.re Fatima (38)";"2015";7098
"Vigentino - Q.re Fatima (38)";"2016";7281
"Vigentino - Q.re Fatima (38)";"2017";7431
"Vigentino - Q.re Fatima (38)";"2018";7592
"Vigentino - Q.re Fatima (38)";"2019";7756
"Vigentino - Q.re Fatima (38)";"2020";7725
"Vigentino - Q.re Fatima (38)";"2021";7710
"Vigentino - Q.re Fatima (38)";"2022";7910
"Vigentino - Q.re Fatima (38)";"2023";8354
"Quintosole (39)";"1999";532
"Quintosole (39)";"2000";540
"Quintosole (39)";"2001";546
"Quintosole (39)";"2002";536
"Quintosole (39)";"2003";524
"Quintosole (39)";"2004";550
"Quintosole (39)";"2005";571
"Quintosole (39)";"2006";551
"Quintosole (39)";"2007";542
"Quintosole (39)";"2008";517
"Quintosole (39)";"2009";505
"Quintosole (39)";"2010";513
"Quintosole (39)";"2011";504
"Quintosole (39)";"2012";523
"Quintosole (39)";"2013";584
"Quintosole (39)";"2014";642
"Quintosole (39)";"2015";656
"Quintosole (39)";"2016";644
"Quintosole (39)";"2017";706
"Quintosole (39)";"2018";784
"Quintosole (39)";"2019";820
"Quintosole (39)";"2020";812
"Quintosole (39)";"2021";794
"Quintosole (39)";"2022";786
"Quintosole (39)";"2023";772
"Ronchetto delle Rane (40)";"1999";128
"Ronchetto delle Rane (40)";"2000";127
"Ronchetto delle Rane (40)";"2001";139
"Ronchetto delle Rane (40)";"2002";255
"Ronchetto delle Rane (40)";"2003";262
"Ronchetto delle Rane (40)";"2004";264
"Ronchetto delle Rane (40)";"2005";268
"Ronchetto delle Rane (40)";"2006";264
"Ronchetto delle Rane (40)";"2007";260
"Ronchetto delle Rane (40)";"2008";259
"Ronchetto delle Rane (40)";"2009";271
"Ronchetto delle Rane (40)";"2010";294
"Ronchetto delle Rane (40)";"2011";301
"Ronchetto delle Rane (40)";"2012";305
"Ronchetto delle Rane (40)";"2013";308
"Ronchetto delle Rane (40)";"2014";302
"Ronchetto delle Rane (40)";"2015";299
"Ronchetto delle Rane (40)";"2016";302
"Ronchetto delle Rane (40)";"2017";303
"Ronchetto delle Rane (40)";"2018";308
"Ronchetto delle Rane (40)";"2019";311
"Ronchetto delle Rane (40)";"2020";306
"Ronchetto delle Rane (40)";"2021";304
"Ronchetto delle Rane (40)";"2022";307
"Ronchetto delle Rane (40)";"2023";316
"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"1999";7963
