ID_NIL;NIL ;Anno;Residenti
17;Adriano ;1999;9813
17;Adriano ;2000;10307
17;Adriano ;2001;11021
17;Adriano ;2002;11132
17;Adriano ;2003;11000
17;Adriano ;2004;11322
17;Adriano ;2005;11508
17;Adriano ;2006;11667
17;Adriano ;2007;11731
17;Adriano ;2008;11788
17;Adriano ;2009;12048
17;Adriano ;2010;12607
17;Adriano ;2011;14230
17;Adriano ;2012;15307
17;Adriano ;2013;15520
17;Adriano ;2014;15647
17;Adriano ;2015;15991
17;Adriano ;2016;16431
17;Adriano ;2017;16947
17;Adriano ;2018;17508
17;Adriano ;2019;17691
17;Adriano ;2020;17685
17;Adriano ;2021;17741
17;Adriano ;2022;18022
80;Affori ;1999;19502
80;Affori ;2000;19611
80;Affori ;2001;19685
80;Affori ;2002;19438
80;Affori ;2003;18871
80;Affori ;2004;19838
80;Affori ;2005;20469
80;Affori ;2006;20742
80;Affori ;2007;20968
80;Affori ;2008;21318
80;Affori ;2009;21753
80;Affori ;2010;22350
80;Affori ;2011;23061
80;Affori ;2012;24064
80;Affori ;2013;23999
80;Affori ;2014;24038
80;Affori ;2015;24540
80;Affori ;2016;24738
80;Affori ;2017;24893
80;Affori ;2018;25341
80;Affori ;2019;25396
80;Affori ;2020;25305
80;Affori ;2021;25414
80;Affori ;2022;25669
87;Assiano ;1999;273
87;Assiano ;2000;274
87;Assiano ;2001;298
87;Assiano ;2002;245
87;Assiano ;2003;214
87;Assiano ;2004;213
87;Assiano ;2005;235
87;Assiano ;2006;244
87;Assiano ;2007;246
87;Assiano ;2008;259
87;Assiano ;2009;289
87;Assiano ;2010;304
87;Assiano ;2011;294
87;Assiano ;2012;307
87;Assiano ;2013;322
87;Assiano ;2014;324
87;Assiano ;2015;324
87;Assiano ;2016;297
87;Assiano ;2017;302
87;Assiano ;2018;319
87;Assiano ;2019;295
87;Assiano ;2020;271
87;Assiano ;2021;201
87;Assiano ;2022;211
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;1999;29977
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2000;30089
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2001;30059
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2002;29723
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2003;29025
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2004;29322
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2005;29356
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2006;29228
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2007;29148
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2008;28986
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2009;28950
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2010;29324
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2011;29594
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2012;29848
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2013;29295
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2014;29422
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2015;29548
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2016;29581
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2017;29661
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2018;30017
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2019;30262
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2020;29916
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2021;29873
55;Baggio - Q.Re Degli Olmi - Q.Re Valsesia ;2022;30434
52;Bande Nere ;1999;47535
52;Bande Nere ;2000;47142
52;Bande Nere ;2001;46715
52;Bande Nere ;2002;45827
52;Bande Nere ;2003;43686
52;Bande Nere ;2004;44060
52;Bande Nere ;2005;43835
52;Bande Nere ;2006;43261
52;Bande Nere ;2007;42889
52;Bande Nere ;2008;42600
52;Bande Nere ;2009;42823
52;Bande Nere ;2010;42987
52;Bande Nere ;2011;43455
52;Bande Nere ;2012;43948
52;Bande Nere ;2013;43436
52;Bande Nere ;2014;43290
52;Bande Nere ;2015;43607
52;Bande Nere ;2016;43750
52;Bande Nere ;2017;44230
52;Bande Nere ;2018;44576
52;Bande Nere ;2019;44784
52;Bande Nere ;2020;44222
52;Bande Nere ;2021;43808
52;Bande Nere ;2022;44048
46;Barona ;1999;19575
46;Barona ;2000;19242
46;Barona ;2001;18905
46;Barona ;2002;18623
46;Barona ;2003;18149
46;Barona ;2004;18091
46;Barona ;2005;17968
46;Barona ;2006;17949
46;Barona ;2007;17769
46;Barona ;2008;17521
46;Barona ;2009;17375
46;Barona ;2010;17257
46;Barona ;2011;17331
46;Barona ;2012;17177
46;Barona ;2013;16974
46;Barona ;2014;17021
46;Barona ;2015;16804
46;Barona ;2016;16872
46;Barona ;2017;17018
46;Barona ;2018;16988
46;Barona ;2019;16842
46;Barona ;2020;16616
46;Barona ;2021;16575
46;Barona ;2022;16658
15;Bicocca ;1999;5199
15;Bicocca ;2000;5437
15;Bicocca ;2001;5620
15;Bicocca ;2002;5618
15;Bicocca ;2003;5662
15;Bicocca ;2004;6025
15;Bicocca ;2005;6145
15;Bicocca ;2006;6309
15;Bicocca ;2007;6332
15;Bicocca ;2008;6463
15;Bicocca ;2009;6565
15;Bicocca ;2010;6710
15;Bicocca ;2011;6912
15;Bicocca ;2012;7357
15;Bicocca ;2013;7563
15;Bicocca ;2014;8038
15;Bicocca ;2015;8224
15;Bicocca ;2016;8431
15;Bicocca ;2017;8543
15;Bicocca ;2018;8677
15;Bicocca ;2019;8691
15;Bicocca ;2020;8583
15;Bicocca ;2021;8516
15;Bicocca ;2022;8743
77;Bovisa ;1999;11350
77;Bovisa ;2000;11453
77;Bovisa ;2001;11653
77;Bovisa ;2002;11582
77;Bovisa ;2003;11021
77;Bovisa ;2004;11511
77;Bovisa ;2005;11746
77;Bovisa ;2006;11702
77;Bovisa ;2007;11707
77;Bovisa ;2008;11651
77;Bovisa ;2009;12060
77;Bovisa ;2010;12240
77;Bovisa ;2011;12587
77;Bovisa ;2012;13007
77;Bovisa ;2013;12994
77;Bovisa ;2014;13002
77;Bovisa ;2015;13417
77;Bovisa ;2016;13742
77;Bovisa ;2017;13917
77;Bovisa ;2018;13986
77;Bovisa ;2019;14145
77;Bovisa ;2020;13955
77;Bovisa ;2021;13945
77;Bovisa ;2022;13993
81;Bovisasca ;1999;7619
81;Bovisasca ;2000;7561
81;Bovisasca ;2001;7489
81;Bovisasca ;2002;7445
81;Bovisasca ;2003;7251
81;Bovisasca ;2004;7287
81;Bovisasca ;2005;7320
81;Bovisasca ;2006;7328
81;Bovisasca ;2007;7377
81;Bovisasca ;2008;7296
81;Bovisasca ;2009;7290
81;Bovisasca ;2010;7351
81;Bovisasca ;2011;7335
81;Bovisasca ;2012;7423
81;Bovisasca ;2013;7263
81;Bovisasca ;2014;7222
81;Bovisasca ;2015;7108
81;Bovisasca ;2016;7070
81;Bovisasca ;2017;7097
81;Bovisasca ;2018;7037
81;Bovisasca ;2019;7363
81;Bovisasca ;2020;7273
81;Bovisasca ;2021;7230
81;Bovisasca ;2022;7282
2;Brera ;1999;19623
2;Brera ;2000;19525
2;Brera ;2001;19566
2;Brera ;2002;19401
2;Brera ;2003;17944
2;Brera ;2004;18197
2;Brera ;2005;18205
2;Brera ;2006;18121
2;Brera ;2007;18080
2;Brera ;2008;18014
2;Brera ;2009;18049
2;Brera ;2010;18030
2;Brera ;2011;18094
2;Brera ;2012;18230
2;Brera ;2013;17851
2;Brera ;2014;17849
2;Brera ;2015;17871
2;Brera ;2016;17956
2;Brera ;2017;18199
2;Brera ;2018;18501
2;Brera ;2019;18536
2;Brera ;2020;18492
2;Brera ;2021;18156
2;Brera ;2022;18294
83;Bruzzano ;1999;11758
83;Bruzzano ;2000;11775
83;Bruzzano ;2001;11794
83;Bruzzano ;2002;11624
83;Bruzzano ;2003;11416
83;Bruzzano ;2004;11509
83;Bruzzano ;2005;11508
83;Bruzzano ;2006;11430
83;Bruzzano ;2007;11448
83;Bruzzano ;2008;11477
83;Bruzzano ;2009;11753
83;Bruzzano ;2010;11999
83;Bruzzano ;2011;12241
83;Bruzzano ;2012;12449
83;Bruzzano ;2013;12564
83;Bruzzano ;2014;12699
83;Bruzzano ;2015;12842
83;Bruzzano ;2016;12868
83;Bruzzano ;2017;12928
83;Bruzzano ;2018;12889
83;Bruzzano ;2019;12802
83;Bruzzano ;2020;12627
83;Bruzzano ;2021;12635
83;Bruzzano ;2022;12697
21;Buenos Aires - Porta Venezia - Porta Monforte ;1999;65171
21;Buenos Aires - Porta Venezia - Porta Monforte ;2000;65264
21;Buenos Aires - Porta Venezia - Porta Monforte ;2001;65256
21;Buenos Aires - Porta Venezia - Porta Monforte ;2002;64107
21;Buenos Aires - Porta Venezia - Porta Monforte ;2003;60278
21;Buenos Aires - Porta Venezia - Porta Monforte ;2004;61271
21;Buenos Aires - Porta Venezia - Porta Monforte ;2005;61543
21;Buenos Aires - Porta Venezia - Porta Monforte ;2006;60752
21;Buenos Aires - Porta Venezia - Porta Monforte ;2007;60312
21;Buenos Aires - Porta Venezia - Porta Monforte ;2008;60517
21;Buenos Aires - Porta Venezia - Porta Monforte ;2009;60710
21;Buenos Aires - Porta Venezia - Porta Monforte ;2010;61309
21;Buenos Aires - Porta Venezia - Porta Monforte ;2011;61574
21;Buenos Aires - Porta Venezia - Porta Monforte ;2012;62336
21;Buenos Aires - Porta Venezia - Porta Monforte ;2013;61517
21;Buenos Aires - Porta Venezia - Porta Monforte ;2014;60880
21;Buenos Aires - Porta Venezia - Porta Monforte ;2015;61202
21;Buenos Aires - Porta Venezia - Porta Monforte ;2016;61556
21;Buenos Aires - Porta Venezia - Porta Monforte ;2017;61891
21;Buenos Aires - Porta Venezia - Porta Monforte ;2018;62438
21;Buenos Aires - Porta Venezia - Porta Monforte ;2019;62812
21;Buenos Aires - Porta Venezia - Porta Monforte ;2020;62347
21;Buenos Aires - Porta Venezia - Porta Monforte ;2021;62093
21;Buenos Aires - Porta Venezia - Porta Monforte ;2022;62371
47;Cantalupa ;1999;376
47;Cantalupa ;2000;390
47;Cantalupa ;2001;401
47;Cantalupa ;2002;396
47;Cantalupa ;2003;376
47;Cantalupa ;2004;375
47;Cantalupa ;2005;387
47;Cantalupa ;2006;429
47;Cantalupa ;2007;452
47;Cantalupa ;2008;459
47;Cantalupa ;2009;475
47;Cantalupa ;2010;459
47;Cantalupa ;2011;464
47;Cantalupa ;2012;471
47;Cantalupa ;2013;467
47;Cantalupa ;2014;487
47;Cantalupa ;2015;476
47;Cantalupa ;2016;498
47;Cantalupa ;2017;510
47;Cantalupa ;2018;515
47;Cantalupa ;2019;539
47;Cantalupa ;2020;551
47;Cantalupa ;2021;582
47;Cantalupa ;2022;586
73;Cascina Merlata ;1999;16
73;Cascina Merlata ;2000;17
73;Cascina Merlata ;2001;37
73;Cascina Merlata ;2002;66
73;Cascina Merlata ;2003;128
73;Cascina Merlata ;2004;164
73;Cascina Merlata ;2005;166
73;Cascina Merlata ;2006;185
73;Cascina Merlata ;2007;206
73;Cascina Merlata ;2008;226
73;Cascina Merlata ;2009;271
73;Cascina Merlata ;2010;319
73;Cascina Merlata ;2011;388
73;Cascina Merlata ;2012;467
73;Cascina Merlata ;2013;512
73;Cascina Merlata ;2014;627
73;Cascina Merlata ;2015;716
73;Cascina Merlata ;2016;752
73;Cascina Merlata ;2017;809
73;Cascina Merlata ;2018;856
73;Cascina Merlata ;2019;922
73;Cascina Merlata ;2020;933
73;Cascina Merlata ;2021;919
73;Cascina Merlata ;2022;943
34;Chiaravalle ;1999;1191
34;Chiaravalle ;2000;1190
34;Chiaravalle ;2001;1182
34;Chiaravalle ;2002;1172
34;Chiaravalle ;2003;1133
34;Chiaravalle ;2004;1125
34;Chiaravalle ;2005;1138
34;Chiaravalle ;2006;1140
34;Chiaravalle ;2007;1133
34;Chiaravalle ;2008;1127
34;Chiaravalle ;2009;1100
34;Chiaravalle ;2010;1101
34;Chiaravalle ;2011;1108
34;Chiaravalle ;2012;1155
34;Chiaravalle ;2013;1118
34;Chiaravalle ;2014;1106
34;Chiaravalle ;2015;1086
34;Chiaravalle ;2016;1066
34;Chiaravalle ;2017;1055
34;Chiaravalle ;2018;1041
34;Chiaravalle ;2019;1061
34;Chiaravalle ;2020;1036
34;Chiaravalle ;2021;1015
34;Chiaravalle ;2022;1016
18;Cimiano - Rottole - Q.Re Feltre ;1999;21133
18;Cimiano - Rottole - Q.Re Feltre ;2000;21073
18;Cimiano - Rottole - Q.Re Feltre ;2001;20892
18;Cimiano - Rottole - Q.Re Feltre ;2002;20622
18;Cimiano - Rottole - Q.Re Feltre ;2003;19793
18;Cimiano - Rottole - Q.Re Feltre ;2004;20012
18;Cimiano - Rottole - Q.Re Feltre ;2005;19891
18;Cimiano - Rottole - Q.Re Feltre ;2006;19711
18;Cimiano - Rottole - Q.Re Feltre ;2007;19595
18;Cimiano - Rottole - Q.Re Feltre ;2008;19452
18;Cimiano - Rottole - Q.Re Feltre ;2009;19619
18;Cimiano - Rottole - Q.Re Feltre ;2010;19560
18;Cimiano - Rottole - Q.Re Feltre ;2011;19727
18;Cimiano - Rottole - Q.Re Feltre ;2012;19975
18;Cimiano - Rottole - Q.Re Feltre ;2013;19716
18;Cimiano - Rottole - Q.Re Feltre ;2014;19642
18;Cimiano - Rottole - Q.Re Feltre ;2015;19525
18;Cimiano - Rottole - Q.Re Feltre ;2016;19360
18;Cimiano - Rottole - Q.Re Feltre ;2017;19546
18;Cimiano - Rottole - Q.Re Feltre ;2018;19703
18;Cimiano - Rottole - Q.Re Feltre ;2019;19699
18;Cimiano - Rottole - Q.Re Feltre ;2020;19596
18;Cimiano - Rottole - Q.Re Feltre ;2021;19447
18;Cimiano - Rottole - Q.Re Feltre ;2022;19565
22;Citta' Studi ;1999;39704
22;Citta' Studi ;2000;39630
22;Citta' Studi ;2001;39682
22;Citta' Studi ;2002;38994
22;Citta' Studi ;2003;36739
22;Citta' Studi ;2004;37177
22;Citta' Studi ;2005;37188
22;Citta' Studi ;2006;36962
22;Citta' Studi ;2007;36405
22;Citta' Studi ;2008;36009
22;Citta' Studi ;2009;36165
22;Citta' Studi ;2010;36462
22;Citta' Studi ;2011;36821
22;Citta' Studi ;2012;37065
22;Citta' Studi ;2013;36463
22;Citta' Studi ;2014;36137
22;Citta' Studi ;2015;36044
22;Citta' Studi ;2016;36121
22;Citta' Studi ;2017;36232
22;Citta' Studi ;2018;36393
22;Citta' Studi ;2019;36559
22;Citta' Studi ;2020;36376
22;Citta' Studi ;2021;35964
22;Citta' Studi ;2022;36107
82;Comasina ;1999;8305
82;Comasina ;2000;8379
82;Comasina ;2001;8433
82;Comasina ;2002;8461
82;Comasina ;2003;8268
82;Comasina ;2004;8546
82;Comasina ;2005;8779
82;Comasina ;2006;8866
82;Comasina ;2007;8923
82;Comasina ;2008;8903
